Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44
I1,2004-01-17,Udinese,Parma,1,1,D,1,0,H,2.25,3.1,2.87,2.3,2.9,3.0,2.1,2.9,3.2,2.25,3.0,2.88,2.25,3.0,3.0,2.25,3.0,3.0,2.37,2.9,2.8,1.95,1.75,2.0,1.8,2.05,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,
I1,2004-01-18,Ancona,Perugia,0,0,D,0,0,D,2.62,3.1,2.4,2.75,3.0,2.4,2.7,2.8,2.5,2.62,2.88,2.5,2.62,3.1,2.4,2.62,3.1,2.4,2.9,2.9,2.3,2.05,1.65,2.05,1.75,1.8,2.05,0.25,1.85,2.0,0.25,1.775,2.125,0.25,
I1,2004-01-18,Bologna,Chievo,3,1,H,3,1,H,2.25,2.87,3.1,2.3,2.9,3.0,2.2,2.7,3.2,2.2,2.8,3.2,2.2,2.88,3.2,2.2,2.88,3.2,2.25,2.8,3.1,1.85,1.85,1.95,1.85,2.05,1.8,-0.25,2.0,1.85,-0.25,1.975,1.925,-0.25,
I1,2004-01-18,Brescia,Milan,0,1,A,0,0,D,4.5,3.2,1.83,4.5,3.0,1.8,4.0,2.8,1.9,4.33,3.2,1.73,4.0,3.1,1.83,4.0,3.1,1.83,4.33,2.87,1.83,1.85,1.85,2.0,1.8,2.05,1.8,0.5,1.95,1.9,0.5,1.95,1.95,0.5,
I1,2004-01-18,Inter,Empoli,0,1,A,0,0,D,1.2,5.0,12.0,1.17,5.5,13.0,1.17,5.2,12.0,1.17,5.5,12.0,1.18,5.5,12.0,1.18,5.5,12.0,1.12,6.0,15.0,1.55,2.25,1.66,2.15,1.8,2.05,-1.5,1.8,2.05,-1.5,1.825,2.075,-1.5,
I1,2004-01-18,Juventus,Siena,4,2,H,2,0,H,1.22,5.0,10.0,1.2,5.1,12.0,1.25,4.5,9.0,1.25,4.5,10.0,1.22,5.0,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.65,2.05,1.66,2.15,1.9,1.95,-1.5,1.9,1.95,-1.5,1.925,1.975,-1.5,
I1,2004-01-18,Reggina,Lecce,1,3,A,1,2,A,1.8,3.0,4.33,1.8,3.0,4.5,1.75,2.9,4.6,1.8,3.0,4.33,1.8,3.0,4.33,1.8,3.0,4.33,1.72,2.9,5.0,1.39,1.79,1.95,1.85,1.8,2.05,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,
I1,2004-01-18,Roma,Sampdoria,3,1,H,1,1,D,1.4,3.75,10.0,1.4,3.7,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.4,3.6,8.0,1.4,3.6,8.0,1.4,3.5,8.0,1.79,1.9,1.95,1.85,1.75,2.1,-1.0,1.85,2.0,-1.0,1.775,2.125,-1.0,
I1,2004-01-24,Sampdoria,Reggina,2,0,H,1,0,H,1.66,3.0,5.5,1.72,3.0,5.1,1.7,2.9,4.8,1.62,3.25,5.0,1.73,3.0,5.0,1.73,3.0,5.0,1.72,2.9,5.0,1.9,1.79,1.95,1.85,2.0,1.85,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75,
I1,2004-01-24,Siena,Perugia,2,1,H,0,1,A,1.72,3.0,5.0,1.8,3.0,4.75,1.8,2.8,4.4,1.73,2.88,5.0,1.8,3.0,4.33,1.8,3.0,4.33,1.8,2.9,4.5,1.85,1.85,1.9,1.9,1.9,1.95,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5,
I1,2004-01-25,Chievo,Brescia,3,1,H,0,1,A,2.0,2.87,3.75,2.0,2.8,4.0,2.2,2.7,3.2,2.0,2.8,3.75,2.05,2.8,3.75,2.05,2.8,3.75,2.0,2.87,3.6,1.95,1.75,2.0,1.8,2.1,1.75,-0.5,2.1,1.75,-0.5,2.1,1.8,-0.5,
I1,2004-01-25,Empoli,Juventus,3,3,D,1,1,D,6.0,3.25,1.57,6.25,3.25,1.57,5.4,3.5,1.5,5.5,3.25,1.57,5.5,3.2,1.62,5.5,3.2,1.62,6.5,3.3,1.5,1.85,1.85,1.95,1.85,1.8,2.05,1.0,1.85,2.0,1.0,1.8,2.1,1.0,
I1,2004-01-25,Lecce,Lazio,0,1,A,0,0,D,3.0,3.0,2.25,3.0,3.0,2.3,3.2,2.9,2.1,2.75,3.0,2.38,3.1,3.0,2.2,3.1,3.0,2.2,3.3,2.87,2.1,1.79,1.9,1.85,1.95,1.9,1.95,0.25,1.9,1.95,0.25,1.925,1.975,0.25,
I1,2004-01-25,Milan,Ancona,5,0,H,0,0,D,1.1,7.0,15.0,1.1,7.1,18.2,1.12,6.0,14.0,1.12,6.0,15.0,1.11,6.5,17.0,1.11,6.5,17.0,1.1,6.5,17.0,1.5,2.35,,,1.95,1.9,-2.0,,,,2.0,1.9,-2.0,
I1,2004-01-25,Modena,Inter,1,1,D,1,1,D,3.8,3.0,1.9,4.2,3.1,1.85,4.0,3.0,1.8,3.75,3.0,1.91,4.0,2.9,1.91,4.0,2.9,1.91,4.0,2.87,1.9,1.95,1.75,2.05,1.75,1.95,1.9,0.5,2.0,1.85,0.5,1.975,1.925,0.5,
I1,2004-03-06,Brescia,Juventus,2,3,A,2,0,H,4.5,3.2,1.833,4.0,3.25,1.85,3.4,2.9,2.0,4.0,2.875,1.909,3.75,3.1,1.91,3.75,3.1,1.9,4.0,2.87,1.9,1.85,1.85,1.95,1.85,1.79,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5,
I1,2004-03-06,Modena,Parma,2,2,D,1,1,D,2.5,3.0,2.6,2.5,3.0,2.7,2.7,2.9,2.4,2.5,2.875,2.625,2.5,2.88,2.75,2.5,2.87,2.75,2.6,2.8,2.6,2.0,1.71,2.05,1.75,2.05,1.8,-0.25,1.75,2.1,0.0,2.1,1.8,-0.25,
I1,2004-03-07,Ancona,Reggina,1,1,D,1,1,D,2.875,3.0,2.3,3.0,3.0,2.3,,,,2.75,3.0,2.375,2.88,2.88,2.38,2.87,2.87,2.37,3.2,3.0,2.1,2.05,1.65,2.15,1.66,1.8,2.05,0.25,1.85,2.0,0.25,1.775,2.125,0.25,
I1,2004-03-07,Chievo,Empoli,0,0,D,0,0,D,1.727,3.2,4.5,1.8,3.25,4.25,1.8,3.0,4.0,1.8,3.0,4.333,1.73,3.2,4.5,1.75,3.2,4.33,1.72,3.1,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,1.95,1.9,-0.5,1.9,2.0,-0.5,
I1,2004-03-07,Lecce,Siena,0,0,D,0,0,D,1.8,3.0,4.333,1.8,3.0,4.75,1.75,2.9,4.6,1.833,3.0,4.0,1.85,3.1,4.0,1.85,3.1,4.0,1.8,2.9,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,
I1,2004-03-07,Milan,Sampdoria,3,1,H,2,1,H,1.4,4.0,9.0,1.35,4.1,8.5,1.35,3.8,7.5,1.364,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.36,3.75,8.0,1.95,1.75,1.9,1.9,1.75,2.1,-1.0,1.85,2.0,-1.0,1.8,2.1,-1.0,
I1,2004-03-07,Roma,Inter,4,1,H,1,0,H,1.8,3.3,4.5,1.78,3.2,4.5,1.85,3.0,3.8,1.727,3.2,4.333,1.67,3.2,5.0,1.7,3.2,4.75,1.72,3.2,4.33,1.75,1.95,1.95,1.85,1.78,1.87,-0.5,1.85,2.0,-0.5,1.8,2.1,-0.5,
I1,2004-03-07,Udinese,Perugia,1,1,D,0,0,D,1.667,3.2,5.0,1.65,3.25,5.35,1.75,3.0,4.4,1.667,3.25,4.5,1.67,3.2,5.0,1.66,3.2,5.0,1.61,3.1,5.5,1.85,1.85,1.95,1.85,2.1,1.75,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75,
I1,2004-03-13,Empoli,Lecce,0,0,D,0,0,D,2.2,3.0,3.1,2.25,2.9,3.25,2.0,2.8,3.6,2.2,3.0,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,2.8,3.1,2.0,1.71,2.0,1.8,1.92,1.92,-0.25,1.9,1.95,-0.25,1.875,2.025,-0.25,
I1,2004-03-13,Sampdoria,Bologna,3,2,H,2,1,H,1.833,3.1,4.0,1.9,3.0,4.2,1.8,2.8,4.4,1.909,2.875,4.0,1.91,3.1,3.75,1.91,3.1,3.75,1.83,3.0,4.0,1.9,1.79,2.1,1.7,1.9,1.75,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,
I1,2004-03-14,Inter,Chievo,0,0,D,0,0,D,1.667,3.4,5.5,1.63,3.25,5.5,1.65,3.2,4.6,1.615,3.25,5.0,1.67,3.2,5.0,1.67,3.2,5.0,1.57,3.3,5.5,1.71,2.0,1.95,1.85,1.63,2.04,-0.5,1.85,2.0,-0.5,1.85,2.05,-0.5,
I1,2004-03-14,Juventus,Milan,1,3,A,0,1,A,2.5,3.0,2.875,2.6,2.85,2.75,2.3,2.8,2.9,2.25,3.0,2.875,2.62,2.88,2.62,2.5,2.88,2.75,2.5,2.75,2.8,1.9,1.79,2.05,1.75,2.6,1.43,-0.5,1.95,1.9,0.0,1.95,1.95,0.0,
I1,2004-03-14,Lazio,Udinese,2,2,D,2,1,H,1.667,3.75,5.0,1.7,3.25,5.0,1.6,3.3,4.8,1.615,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.1,5.0,1.75,1.95,1.9,1.9,1.95,1.9,-0.75,1.95,1.9,-0.75,1.925,1.975,-0.75,
I1,2004-03-14,Parma,Brescia,2,2,D,1,1,D,1.833,3.1,4.0,1.9,3.0,4.2,1.85,3.0,3.8,1.909,3.0,3.75,1.91,3.1,3.75,1.91,3.1,3.75,1.83,2.87,4.33,1.85,1.85,2.0,1.8,1.9,1.75,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,
I1,2004-03-14,Perugia,Modena,1,1,D,0,1,A,2.0,3.0,3.5,1.85,3.0,4.5,1.85,2.8,4.2,1.909,2.875,4.0,2.0,3.0,3.6,2.0,3.0,3.6,2.0,2.8,3.75,1.85,1.85,1.95,1.85,1.85,1.8,-0.5,2.0,1.85,-0.5,2.1,1.8,-0.5,
I1,2004-03-14,Reggina,Roma,0,0,D,0,0,D,5.0,3.4,1.615,5.85,3.35,1.6,4.6,3.2,1.65,5.5,2.875,1.667,5.0,3.2,1.67,5.0,3.2,1.67,5.5,3.1,1.61,1.85,1.85,2.0,1.8,2.05,1.8,0.75,1.95,1.9,0.75,2.025,1.875,0.75,
I1,2004-03-14,Siena,Ancona,3,2,H,3,1,H,1.444,3.6,7.0,1.42,4.0,7.0,1.4,3.7,6.5,1.5,3.25,6.5,1.44,3.6,7.0,1.44,3.6,7.0,1.4,3.5,8.0,1.85,1.85,1.95,1.85,2.05,1.8,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25,
I1,2004-03-20,Milan,Parma,3,1,H,1,0,H,1.4,4.0,9.0,1.4,3.9,7.75,1.45,3.6,5.8,1.364,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.77,1.95,1.8,2.0,1.92,1.92,-1.0,1.95,1.9,-1.0,1.925,1.975,-1.0,
I1,2004-03-20,Udinese,Juventus,0,0,D,0,0,D,3.25,3.0,2.3,3.0,3.0,2.3,2.9,2.8,2.3,3.2,2.8,2.2,3.0,3.0,2.25,3.0,3.0,2.25,2.9,2.9,2.3,1.9,1.79,2.0,1.8,1.77,2.1,0.25,1.8,2.05,0.25,1.825,2.075,0.25,
I1,2004-03-21,Ancona,Inter,0,2,A,0,0,D,5.5,3.4,1.571,6.5,3.55,1.5,5.8,3.6,1.45,5.5,3.25,1.571,5.5,3.5,1.53,5.5,3.5,1.53,7.0,3.2,1.5,1.79,1.95,1.95,1.85,2.0,1.85,1.0,2.0,1.85,1.0,2.025,1.875,1.0,
I1,2004-03-21,Bologna,Brescia,3,0,H,1,0,H,2.2,3.0,3.4,2.15,2.9,3.45,2.1,2.7,3.5,2.1,2.625,3.75,2.2,2.88,3.2,2.2,2.87,3.2,2.2,2.75,3.25,1.85,1.85,2.0,1.8,1.85,2.0,-0.25,1.85,2.0,-0.25,1.95,1.95,-0.25,
I1,2004-03-21,Chievo,Siena,1,1,D,0,0,D,1.8,3.0,4.333,1.85,3.0,4.4,1.9,2.7,4.2,1.8,2.875,4.5,1.8,3.0,4.5,1.8,3.0,4.5,1.83,2.87,4.33,1.9,1.79,2.05,1.75,2.15,1.73,-0.75,2.1,1.75,-0.75,1.8,2.1,-0.5,
I1,2004-03-21,Empoli,Sampdoria,1,1,D,0,1,A,2.5,2.875,2.75,2.5,2.8,2.9,2.4,2.7,2.9,2.375,2.75,3.0,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.75,2.8,2.05,1.65,2.2,1.65,1.77,2.1,0.0,1.8,2.05,0.0,1.85,2.05,0.0,
I1,2004-03-21,Lecce,Perugia,1,2,A,0,1,A,2.0,3.0,3.5,2.15,2.85,3.5,2.1,2.7,3.5,2.0,2.875,3.6,2.0,3.0,3.5,2.0,3.0,3.5,1.9,2.87,4.0,1.9,1.8,2.05,1.75,1.83,2.05,-0.25,1.8,2.05,-0.25,1.775,2.125,-0.25,
I1,2004-03-21,Modena,Reggina,1,2,A,0,2,A,2.0,3.0,3.5,2.1,2.8,3.7,2.1,2.7,3.5,2.0,2.6,4.333,2.1,2.88,3.4,2.1,2.87,3.4,2.1,2.8,3.4,2.05,1.65,2.1,1.7,2.1,1.59,-0.5,2.1,1.75,-0.5,1.8,2.1,-0.25,
I1,2004-03-25,Bologna,Lazio,2,1,H,1,1,D,2.87,3.0,2.25,2.87,3.0,2.25,2.9,2.7,2.4,2.62,2.88,2.5,2.8,3.0,2.38,2.75,3.0,2.38,3.1,2.87,2.2,2.0,1.71,,,1.5,2.3,0.5,1.85,2.0,0.25,1.8,2.1,0.25,
I1,2004-03-28,Brescia,Ancona,5,2,H,3,2,H,1.3,4.333,8.5,1.33,4.2,10.5,1.3,4.2,8.0,1.364,3.6,9.0,1.33,4.2,8.0,1.33,4.2,8.0,1.2,5.0,11.0,1.79,1.9,1.8,2.0,1.92,1.92,-1.5,,,,2.0,1.9,-1.5,
I1,2004-03-28,Juventus,Modena,3,1,H,0,0,D,1.286,4.5,8.5,1.3,4.25,12.0,1.3,4.2,8.0,1.3,4.0,10.0,1.25,4.75,10.0,1.25,4.75,10.0,1.16,5.5,12.0,1.79,1.9,1.85,1.95,2.0,1.85,-1.5,2.0,1.85,-1.5,2.0,1.9,-1.5,
I1,2004-03-28,Milan,Chievo,2,2,D,0,2,A,1.286,4.5,8.5,1.33,4.2,10.5,1.3,4.2,8.0,1.222,5.0,10.0,1.3,4.33,8.5,1.3,4.33,8.5,1.22,5.0,9.5,1.85,1.85,1.85,1.95,1.8,2.05,-1.25,1.8,2.05,-1.25,1.8,2.1,-1.25,
I1,2004-03-28,Parma,Empoli,4,0,H,1,0,H,1.727,3.0,5.0,1.76,3.2,4.85,1.7,3.0,4.6,1.727,2.875,5.0,1.7,3.1,5.0,1.7,3.1,5.0,1.66,3.1,5.0,1.95,1.75,2.0,1.8,1.76,1.93,-0.5,1.8,2.05,-0.5,1.825,2.075,-0.5,
I1,2004-03-28,Perugia,Lazio,1,2,A,0,1,A,3.0,3.0,2.25,3.15,2.95,2.25,3.1,2.8,2.2,2.875,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.2,2.8,2.2,1.95,1.75,2.0,1.8,1.52,2.25,0.5,1.85,2.0,0.25,1.875,2.025,0.25,
I1,2004-03-28,Reggina,Inter,0,2,A,0,1,A,3.2,2.875,2.2,3.2,3.15,2.2,3.1,2.8,2.2,2.875,3.0,2.25,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87,2.1,2.0,1.71,2.1,1.7,1.95,1.9,0.25,1.95,1.9,0.25,2.0,1.9,0.25,
I1,2004-03-28,Roma,Bologna,1,2,A,1,1,D,1.364,4.333,9.0,1.33,4.2,10.5,1.25,4.5,9.0,1.364,3.75,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.25,4.5,10.0,1.85,1.85,1.9,1.9,1.95,1.9,-1.25,1.95,1.9,-1.25,1.925,1.975,-1.25,
I1,2004-03-28,Sampdoria,Lecce,2,2,D,2,1,H,1.8,3.0,4.333,1.8,3.1,4.8,1.7,3.0,4.5,1.727,2.875,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,2.9,5.0,1.9,1.79,2.0,1.8,1.8,1.89,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,
I1,2004-03-28,Siena,Udinese,1,0,H,1,0,H,2.5,2.75,2.875,2.55,2.95,2.8,2.6,2.8,2.6,2.5,2.75,2.75,2.5,2.8,2.8,2.5,2.8,2.8,2.6,2.8,2.6,2.0,1.71,2.05,1.75,1.8,2.05,0.0,2.05,1.8,-0.25,2.125,1.775,-0.25,
I1,2004-04-04,Ancona,Sampdoria,0,1,A,0,1,A,5.5,3.4,1.533,6.1,3.4,1.55,4.6,3.4,1.6,,,,5.0,3.2,1.67,5.5,3.2,1.61,6.5,3.1,1.53,1.9,1.79,,,,,,,,,,,,
I1,2004-04-04,Bologna,Reggina,2,2,D,1,2,A,1.8,3.0,4.333,1.82,2.9,4.7,1.9,2.7,4.2,1.727,2.875,5.0,1.83,2.88,4.5,1.83,2.87,4.5,1.8,2.7,5.0,1.85,1.85,1.95,1.85,1.82,1.79,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,
I1,2004-04-04,Chievo,Parma,0,2,A,0,1,A,2.3,3.0,2.875,2.35,2.9,3.0,2.6,2.8,2.6,2.4,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.5,2.75,2.8,1.79,1.9,2.0,1.8,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,
I1,2004-04-04,Empoli,Perugia,1,0,H,0,0,D,2.2,3.0,3.1,2.2,3.0,3.1,2.2,2.8,3.1,2.2,3.0,3.0,2.25,2.8,3.2,2.25,2.8,3.2,2.25,3.0,2.87,2.0,1.71,2.0,1.8,2.0,1.85,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25,
I1,2004-04-04,Inter,Juventus,3,2,H,2,1,H,2.625,3.0,2.75,2.55,2.85,2.75,2.6,2.8,2.6,2.5,2.875,2.625,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.9,2.62,1.85,1.85,2.0,1.8,1.91,1.93,0.0,1.9,1.95,0.0,1.925,1.975,0.0,
I1,2004-04-04,Lazio,Siena,5,2,H,3,2,H,1.364,3.75,8.5,1.4,3.7,8.3,1.45,3.6,5.8,1.4,3.5,8.0,1.36,3.75,8.5,1.36,3.75,8.5,1.36,3.75,8.0,1.65,2.05,1.8,2.0,1.8,2.05,-1.0,1.75,2.1,-1.0,2.1,1.8,-1.25,
I1,2004-04-04,Lecce,Roma,0,3,A,0,0,D,4.5,3.2,1.833,4.3,3.0,1.85,4.0,3.0,1.8,3.75,3.0,1.909,4.0,3.1,1.83,4.0,3.1,1.83,4.2,3.0,1.8,1.85,1.85,2.1,1.7,,,,2.0,1.85,0.5,2.025,1.875,0.5,
I1,2004-04-04,Modena,Milan,1,1,D,0,1,A,5.5,3.25,1.571,5.8,3.25,1.6,4.2,3.1,1.75,6.0,3.0,1.615,5.5,3.2,1.62,5.5,3.2,1.61,5.5,3.3,1.57,1.71,2.0,1.95,1.85,2.0,1.85,0.75,1.95,1.9,0.75,2.0,1.9,0.75,
I1,2004-04-04,Udinese,Brescia,4,3,H,3,1,H,1.909,2.9,4.0,1.95,2.8,4.25,1.9,2.7,4.2,1.833,2.875,4.333,1.91,2.9,4.0,1.9,2.9,4.0,1.9,2.75,4.2,1.85,1.85,2.05,1.75,,,,2.05,1.8,-0.5,2.1,1.8,-0.5,
I1,2004-04-10,Ancona,Bologna,3,2,H,1,1,D,,,,6.6,3.5,1.5,,,,6.5,3.0,1.571,6.0,3.4,1.53,6.0,3.4,1.53,6.5,3.6,1.44,1.85,1.85,,,1.77,2.1,1.0,,,,,,,
I1,2004-04-10,Brescia,Modena,0,0,D,0,0,D,1.833,2.875,4.5,1.9,2.65,5.0,1.9,2.7,4.2,1.8,2.875,4.5,1.8,2.88,4.75,1.8,2.87,4.75,1.9,2.62,4.5,1.85,1.85,1.9,1.9,1.73,-0.5,,1.95,1.9,-0.5,2.025,1.875,-0.5,
I1,2004-04-10,Juventus,Lazio,1,0,H,0,0,D,2.1,3.1,3.6,2.05,3.0,3.6,2.1,2.7,3.5,2.0,2.875,3.6,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3.0,3.75,1.71,2.0,1.95,1.85,1.8,2.05,-0.25,2.05,1.8,-0.5,1.8,2.1,-0.25,
I1,2004-04-10,Milan,Empoli,1,0,H,0,0,D,1.2,5.5,10.0,1.25,5.0,10.0,1.22,4.8,9.5,1.25,4.5,10.0,1.2,5.2,11.0,1.2,5.2,11.0,1.2,5.0,11.0,1.75,1.95,1.75,2.05,2.0,1.85,-1.5,2.0,1.85,-1.5,1.975,1.925,-1.5,
I1,2004-04-10,Parma,Lecce,3,1,H,2,0,H,1.727,3.0,5.0,1.7,3.2,5.0,1.75,3.1,4.2,1.727,3.2,4.333,1.67,3.2,5.0,1.66,3.2,5.0,1.66,3.1,5.0,1.75,1.95,1.85,1.95,2.0,1.85,-0.75,1.8,2.05,-0.5,1.85,2.05,-0.5,
I1,2004-04-10,Reggina,Udinese,0,1,A,0,0,D,2.375,2.875,2.875,2.5,2.7,3.0,2.4,2.8,2.8,2.375,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.4,2.75,2.9,,,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.125,1.775,-0.25,
I1,2004-04-10,Roma,Chievo,3,1,H,1,1,D,1.571,3.4,7.0,1.57,3.25,6.0,1.5,3.5,5.4,1.5,3.4,6.0,1.57,3.4,5.5,1.57,3.4,5.5,1.5,3.3,6.5,1.75,1.95,2.0,1.8,2.05,1.8,-1.0,2.05,1.8,-1.0,2.1,1.8,-1.0,
I1,2004-04-10,Siena,Sampdoria,0,0,D,0,0,D,2.25,2.8,3.2,2.4,2.63,3.25,2.4,2.6,3.0,2.375,2.75,3.0,2.38,2.8,3.0,2.37,2.8,3.0,2.4,2.7,3.0,2.05,1.65,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,
I1,2004-04-11,Perugia,Inter,2,3,A,0,1,A,3.75,3.2,2.0,3.6,3.0,2.05,3.6,2.8,2.0,3.5,3.2,1.909,3.75,2.88,2.0,3.75,2.87,2.0,3.75,3.0,1.9,1.75,1.95,1.85,1.95,2.05,1.8,0.25,2.05,1.8,0.25,2.05,1.85,0.25,
I1,2004-04-17,Lecce,Udinese,2,1,H,1,1,D,2.5,3.0,2.625,2.35,2.9,3.0,2.4,3.0,2.6,2.38,2.88,2.8,2.5,2.88,2.75,2.5,2.87,2.75,2.4,2.8,2.87,1.95,1.75,2.1,1.7,2.05,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25,
I1,2004-04-17,Siena,Milan,1,2,A,1,1,D,5.0,3.1,1.8,4.85,3.15,1.73,4.6,3.0,1.7,5.0,2.88,1.73,4.5,3.1,1.73,4.5,3.2,1.72,5.5,2.9,1.66,1.95,1.75,2.0,1.8,1.85,2.0,0.75,1.8,2.05,0.75,1.875,2.025,0.75,
I1,2004-04-18,Chievo,Reggina,0,0,D,0,0,D,2.1,2.375,4.5,,,,,,,2.25,2.0,5.5,,,,2.0,2.62,4.2,,,,,,,,2.15,1.58,-0.5,1.95,1.9,-0.25,1.85,2.05,-0.25,
I1,2004-04-18,Empoli,Brescia,1,1,D,0,1,A,2.25,2.75,3.25,2.3,2.7,3.4,2.1,2.7,3.5,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.25,2.2,2.6,3.5,2.0,1.7,2.1,1.7,2.05,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,
I1,2004-04-18,Inter,Bologna,4,2,H,1,0,H,1.444,3.6,7.0,1.45,3.6,7.5,1.35,3.8,7.5,1.5,3.25,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.36,3.75,8.0,1.71,2.0,1.8,2.0,2.0,1.85,-1.0,1.95,1.9,-1.0,2.05,1.85,-1.0,
I1,2004-04-18,Lazio,Ancona,4,2,H,1,1,D,,,,1.12,7.5,15.0,1.12,6.0,15.0,1.12,6.0,13.0,1.1,6.5,17.0,1.08,7.0,21.0,1.07,8.0,15.0,1.45,2.5,,,,,,,,,,,,
I1,2004-04-18,Modena,Roma,0,1,A,0,0,D,4.5,3.2,1.727,4.85,3.15,1.73,4.4,3.0,1.75,4.33,3.2,1.73,4.5,3.2,1.73,4.5,3.2,1.72,5.0,2.9,1.72,1.95,1.75,2.0,1.8,1.85,2.0,0.75,1.9,1.95,0.75,1.85,2.05,0.75,
I1,2004-04-18,Parma,Juventus,2,2,D,1,0,H,2.75,3.0,2.4,2.8,3.0,2.45,2.8,2.9,2.3,2.5,2.88,2.62,2.6,2.88,2.6,2.6,2.87,2.6,2.75,2.9,2.4,1.85,1.85,1.85,1.95,2.05,1.8,0.0,2.05,1.8,0.0,2.075,1.825,0.0,
I1,2004-04-18,Sampdoria,Perugia,3,2,H,2,0,H,1.615,3.4,5.0,1.67,3.3,5.0,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.57,3.3,5.5,1.85,1.85,1.85,1.95,1.67,1.99,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5,
I1,2004-04-21,Lazio,Roma,1,1,D,1,0,H,2.75,3.0,2.375,2.95,2.95,2.35,2.9,2.7,2.4,2.75,3.0,2.38,2.75,3.0,2.38,2.87,2.87,2.37,2.8,2.9,2.37,1.85,1.85,,,2.05,1.8,0.0,2.05,1.8,0.0,2.125,1.775,0.0,
I1,2004-04-25,Ancona,Chievo,0,2,A,0,0,D,,,,5.5,3.15,1.65,,,,,,,,,,4.33,3.2,1.73,5.0,3.3,1.61,,,,,,,,,,,,,,
I1,2004-04-25,Bologna,Siena,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1,2004-04-25,Brescia,Perugia,1,1,D,1,1,D,,,,,,,,,,1.73,3.2,4.33,,,,,,,,,,,,,,,,,1.7,2.15,-0.5,,,,
I1,2004-04-25,Inter,Lazio,0,0,D,0,0,D,2.1,3.0,3.2,2.05,3.0,3.65,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,1.75,1.95,1.95,1.85,1.9,1.95,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,
I1,2004-04-25,Juventus,Lecce,3,4,A,1,3,A,1.28,4.5,8.0,1.3,4.4,9.5,1.3,4.0,8.5,1.25,4.5,10.0,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.33,8.0,1.65,2.05,1.75,2.05,1.9,1.95,-1.25,1.85,2.0,-1.25,1.875,2.025,-1.25,
I1,2004-04-25,Modena,Sampdoria,1,0,H,0,0,D,,,,2.5,2.5,3.3,,,,2.38,2.75,3.0,2.4,2.5,3.2,2.4,2.5,3.2,2.5,2.62,2.9,,,,,2.1,1.77,-0.5,2.0,1.85,-0.5,,,,
